GeneId,Chr,Start,End,Strand,Length,Cp1,Cp2,Cp3,Cm1,Cm2,Cm3,WT1,WT2,WT3,dL1,dL3
yrpB_RBAM_028350,NC_009725.1,2954366,2955397,-,1032,181,283,181,253,285,234,593,669,340,175,322
yugU_RBAM_028360,NC_009725.1,2955390,2955812,-,423,206,241,205,288,371,263,539,659,316,251,392
yugT_RBAM_028370,NC_009725.1,2955934,2957592,-,1659,22,13,20,21,25,19,10,21,10,11,13
yugS_RBAM_028380,NC_009725.1,2957682,2958971,-,1290,19,39,27,16,16,27,23,31,14,5,12
yugP_RBAM_028390,NC_009725.1,2959014,2959691,-,678,36,65,40,28,34,70,91,178,42,10,44
yugO_RBAM_028400,NC_009725.1,2960385,2961371,+,987,3,6,4,4,4,3,2,11,2,1,7
yugN_RBAM_028410,NC_009725.1,2961368,2961772,-,405,6,12,17,23,17,27,63,105,19,30,29
yugM_RBAM_028420,NC_009725.1,2961795,2962193,-,399,1,5,7,7,3,10,17,27,11,2,7
pgi_RBAM_028430,NC_009725.1,2962215,2963567,-,1353,2303,3975,3745,3302,4011,5002,5683,5836,4984,1634,5422
RBAM_028440,NC_009725.1,2963965,2964531,+,567,143,188,125,103,163,207,274,352,180,18,196
RBAM_028450,NC_009725.1,2964656,2965300,+,645,91,177,105,65,101,136,279,340,135,25,120
yugK_RBAM_028460,NC_009725.1,2965597,2966769,-,1173,178,187,186,176,182,170,217,196,185,119,218
yugJ_RBAM_028470,NC_009725.1,2966856,2968019,-,1164,276,421,367,548,554,543,961,1061,664,537,743
yuzA_RBAM_028480,NC_009725.1,2968250,2968486,+,237,79,96,22,136,158,172,219,103,139,101,251
yugI_RBAM_028490,NC_009725.1,2968534,2968926,-,393,3184,1141,2908,1435,1741,4195,1650,3921,2170,433,2359
alaT_RBAM_028500,NC_009725.1,2969123,2970259,-,1137,56,198,109,80,95,129,188,304,118,38,147
alaR_RBAM_028510,NC_009725.1,2970293,2970793,-,501,102,205,132,79,158,305,168,407,229,31,276
yugF_RBAM_028520,NC_009725.1,2970946,2971767,+,822,17,6,21,20,27,32,39,15,22,21,35
yugE_RBAM_028530,NC_009725.1,2971792,2972061,-,270,304,140,138,86,139,355,148,416,170,16,190
patB_RBAM_028540,NC_009725.1,2972139,2973302,+,1164,66,105,110,106,115,179,152,235,139,33,115
kinB_RBAM_028550,NC_009725.1,2973425,2974708,+,1284,246,314,184,181,271,604,426,778,296,52,415
kapB_RBAM_028560,NC_009725.1,2974756,2975142,+,387,54,59,61,46,70,139,134,316,80,32,105
kapD_RBAM_028570,NC_009725.1,2975167,2975784,-,618,6,20,9,4,4,6,12,13,17,3,18
yuxJ_RBAM_028580,NC_009725.1,2976041,2977180,+,1140,36,63,37,27,32,47,92,123,38,9,45
pbpD_RBAM_028590,NC_009725.1,2977270,2979144,+,1875,854,905,933,804,889,1173,1340,1945,1017,412,1173
yuxK_RBAM_028600,NC_009725.1,2979166,2979579,+,414,248,260,237,165,212,330,322,395,260,37,317
yufK_RBAM_028610,NC_009725.1,2979594,2980151,-,558,127,204,109,226,252,591,511,679,289,42,375
yufL_RBAM_028620,NC_009725.1,2980326,2981927,+,1602,295,256,227,83,118,188,131,278,175,55,150
yufM_RBAM_028630,NC_009725.1,2981920,2982627,+,708,838,576,975,658,707,1143,778,1074,712,314,880
yufN_RBAM_028640,NC_009725.1,2983029,2984102,+,1074,406,332,183,298,389,253,421,391,303,225,433
yufO_RBAM_028650,NC_009725.1,2984244,2985776,+,1533,75,74,32,53,63,59,79,134,42,26,56
yufP_RBAM_028660,NC_009725.1,2985769,2986815,+,1047,12,16,4,6,16,12,29,59,9,8,8
yufQ_RBAM_028670,NC_009725.1,2986816,2987775,+,960,23,18,6,17,28,30,59,78,17,11,21
mrpA_RBAM_028680,NC_009725.1,2988281,2990683,+,2403,83,179,112,118,164,171,317,339,129,82,166
mrpB_RBAM_028690,NC_009725.1,2990680,2991111,+,432,11,25,18,15,15,11,40,45,16,6,19
mrpC_RBAM_028700,NC_009725.1,2991111,2991452,+,342,11,26,17,14,16,28,33,43,13,3,12
mrpD_RBAM_028710,NC_009725.1,2991436,2992926,+,1491,41,100,42,46,48,64,163,176,55,13,64
mrpE_RBAM_028720,NC_009725.1,2992932,2993408,+,477,11,29,23,26,22,21,39,54,13,3,22
mrpF_RBAM_028730,NC_009725.1,2993408,2993692,+,285,24,81,41,54,74,49,88,84,42,14,38
mrpG_RBAM_028740,NC_009725.1,2993676,2994050,+,375,93,198,83,121,142,148,257,243,132,71,172
yuxO_RBAM_028750,NC_009725.1,2994090,2994473,-,384,213,348,332,189,265,410,440,687,280,84,296
comA_RBAM_028760,NC_009725.1,2994495,2995139,-,645,1204,1295,1484,570,847,1538,829,1727,949,259,942
comP_RBAM_028770,NC_009725.1,2995220,2997520,-,2301,3963,2726,3759,1941,2300,4246,2520,4295,2503,713,3007
comX_RBAM_028780,NC_009725.1,2997534,2997707,-,174,1818,982,1716,765,896,1594,691,1338,896,328,1044
comQ_RBAM_028790,NC_009725.1,2997676,2998536,-,861,3545,2551,3566,1221,1757,3023,1368,2993,1828,767,2176
degQ_RBAM_028800,NC_009725.1,2998744,2998884,-,141,1945,1301,1274,1447,2154,4176,3032,7288,2220,370,3445
yuzC_RBAM_028810,NC_009725.1,2999349,2999690,+,342,1,0,0,1,6,4,3,6,2,0,1
yuxH_RBAM_028820,NC_009725.1,2999697,3000920,-,1224,853,1107,763,595,848,1170,1522,1969,1286,408,1369
yueK_RBAM_028830,NC_009725.1,3001050,3002513,-,1464,436,520,791,503,629,860,951,1286,809,230,900
yueJ_RBAM_028840,NC_009725.1,3002534,3003085,-,552,74,109,137,59,68,139,144,327,97,66,113
yueI_RBAM_028850,NC_009725.1,3003182,3003580,-,399,48,63,61,31,43,74,55,129,60,26,46
yueH_RBAM_028860,NC_009725.1,3003646,3003894,-,249,35,48,35,22,18,37,27,110,31,5,29
yueG_RBAM_028870,NC_009725.1,3003967,3004188,-,222,15,11,12,9,16,30,46,83,22,4,16
yueF_RBAM_028880,NC_009725.1,3004250,3005602,-,1353,281,374,188,261,335,413,465,571,329,62,481
yueE_RBAM_028890,NC_009725.1,3005867,3006397,-,531,1089,1211,569,1102,1263,838,1320,953,1173,458,1645
yueD_RBAM_028900,NC_009725.1,3006562,3007293,-,732,224,362,218,231,283,320,428,460,282,161,323
yueC_RBAM_028910,NC_009725.1,3007354,3007827,-,474,121,182,142,51,70,89,123,104,95,43,103
yueB_RBAM_028920,NC_009725.1,3007835,3010960,-,3126,884,1006,857,636,742,629,803,732,798,434,831
yukA_RBAM_028930,NC_009725.1,3010957,3015432,-,4476,836,1205,970,719,799,827,1014,1120,773,367,806
yukC_RBAM_028940,NC_009725.1,3015487,3016773,-,1287,162,211,445,202,255,313,180,321,322,164,266
yukD_RBAM_028950,NC_009725.1,3016788,3017033,-,246,107,141,267,136,175,263,161,239,217,42,200
yukE_RBAM_028960,NC_009725.1,3017103,3017396,-,294,6200,7406,7250,3319,4983,9082,6423,9359,6966,1344,6684
yukF_RBAM_028970,NC_009725.1,3017712,3018941,+,1230,411,296,408,546,630,1288,1253,1531,944,140,1324
ald_RBAM_028980,NC_009725.1,3019045,3020175,+,1131,1428,2195,1643,1987,2621,3581,4660,7674,2872,833,3139
yukJ_RBAM_028990,NC_009725.1,3020294,3020971,+,678,2677,3262,2508,3079,3782,5120,4986,5606,4180,2054,4826
RBAM_029000,NC_009725.1,3021016,3021231,-,216,4,4,1,5,8,7,8,5,2,3,8
dhbF_RBAM_029010,NC_009725.1,3021250,3028377,-,7128,42,81,21,75,70,69,115,114,60,35,75
dhbB_RBAM_029020,NC_009725.1,3028392,3029318,-,927,22,28,9,35,37,33,33,46,32,22,31
dhbE_RBAM_029030,NC_009725.1,3029336,3030961,-,1626,4,3,2,9,12,10,13,27,8,3,9
dhbC_RBAM_029040,NC_009725.1,3030980,3032176,-,1197,5,14,1,7,16,14,24,21,9,4,11
dhbA_RBAM_029050,NC_009725.1,3032200,3032970,-,771,0,0,0,1,6,4,11,5,1,1,4
yuiI_RBAM_029060,NC_009725.1,3033121,3033990,-,870,2,0,0,6,2,1,7,15,4,1,4
yuiH_RBAM_029070,NC_009725.1,3034166,3034762,-,597,6,11,11,18,12,22,20,35,22,8,20
yuiG_RBAM_029080,NC_009725.1,3034862,3035455,+,594,2,9,5,3,10,20,23,40,16,2,17
yuiF_RBAM_029090,NC_009725.1,3035502,3036830,-,1329,4,21,10,10,10,12,24,40,9,7,16
yuiE_RBAM_029100,NC_009725.1,3036963,3038453,-,1491,309,534,427,379,466,564,813,1288,506,316,497
yuiD_RBAM_029110,NC_009725.1,3038601,3039077,+,477,657,1195,693,706,791,1296,1235,1548,1009,512,1226
yuiC_RBAM_029120,NC_009725.1,3039107,3039748,-,642,25,20,32,18,25,45,30,70,22,7,24
yuiB_RBAM_029130,NC_009725.1,3039849,3040175,-,327,285,534,319,248,340,523,836,999,388,167,446
yuiA_RBAM_029140,NC_009725.1,3040238,3040363,-,126,4,12,2,2,6,5,10,8,6,0,9
yumB_RBAM_029150,NC_009725.1,3040537,3041757,-,1221,29,50,45,43,46,60,104,156,72,14,95
yumC_RBAM_029160,NC_009725.1,3042069,3043064,+,996,153,283,323,573,697,1003,902,1305,711,166,816
yuzG_RBAM_029170,NC_009725.1,3043105,3043248,-,144,12,14,4,7,15,40,48,143,17,1,28
guaC_RBAM_029180,NC_009725.1,3043465,3044445,+,981,1310,1156,635,939,829,458,1080,529,883,577,1027
RBAM_029190,NC_009725.1,3044506,3044727,-,222,66,58,81,52,77,254,174,391,98,10,144
RBAM_029200,NC_009725.1,3044744,3045193,-,450,221,300,337,243,271,579,400,689,254,117,325
RBAM_029210,NC_009725.1,3045268,3045972,-,705,105,229,197,120,175,239,358,477,216,38,231
RBAM_029220,NC_009725.1,3045965,3047620,-,1656,145,266,323,236,342,594,671,858,392,70,519
RBAM_029230,NC_009725.1,3047703,3048041,-,339,18711,15309,14118,14389,17707,22363,27356,23594,21984,5791,21768
RBAM_029240,NC_009725.1,3048106,3048678,-,573,3246,3190,4057,3089,3469,4245,3960,3989,2885,1262,3120
yjcK_RBAM_029250,NC_009725.1,3048937,3049476,-,540,17,40,46,27,37,75,51,70,37,51,62
dltE_RBAM_029260,NC_009725.1,3049853,3050614,+,762,129,252,156,201,212,206,249,210,202,102,289
yutM_RBAM_029270,NC_009725.1,3050757,3051119,-,363,415,499,546,570,724,1168,871,1468,520,434,741
dapF_RBAM_029280,NC_009725.1,3051196,3052050,-,855,206,401,351,283,283,453,310,647,293,188,349
yutK_RBAM_029290,NC_009725.1,3052174,3053391,-,1218,3,17,7,6,6,4,11,11,5,3,3
yuzB_RBAM_029300,NC_009725.1,3053526,3053762,-,237,100,96,88,59,92,207,138,373,102,35,164
yutJ_RBAM_029310,NC_009725.1,3054029,3055096,+,1068,130,266,194,306,334,432,616,727,399,206,446
yuzD_RBAM_029320,NC_009725.1,3055134,3055460,-,327,83,166,110,96,89,151,290,557,147,102,136
yutI_RBAM_029330,NC_009725.1,3055615,3055875,+,261,1702,1523,1379,868,1301,2940,2120,4224,1775,657,2209
yuxL_RBAM_029340,NC_009725.1,3055916,3057892,-,1977,167,400,196,183,248,296,572,672,266,125,280
thrB_RBAM_029350,NC_009725.1,3057995,3058924,-,930,120,231,161,112,138,153,203,225,168,96,184
thrC_RBAM_029360,NC_009725.1,3058921,3059979,-,1059,249,557,258,286,356,264,401,427,335,132,331
hom_RBAM_029370,NC_009725.1,3059979,3061280,-,1302,784,1467,675,972,1212,864,1259,1174,1246,639,1519
yutH_RBAM_029380,NC_009725.1,3061482,3062495,-,1014,28,62,36,39,43,53,101,181,51,26,51
yutG_RBAM_029390,NC_009725.1,3062653,3063153,+,501,30,59,6,68,101,35,142,39,118,56,150
yutF_RBAM_029400,NC_009725.1,3063181,3063951,-,771,483,637,722,653,688,872,762,1009,684,502,706
yutE_RBAM_029410,NC_009725.1,3063985,3064419,-,435,439,494,662,565,539,645,554,712,506,471,575
yutD_RBAM_029420,NC_009725.1,3064445,3064753,-,309,69,139,156,58,78,147,117,283,132,35,115
lipA_RBAM_029430,NC_009725.1,3064938,3065834,-,897,2024,2600,2434,2516,3091,3363,3587,3067,3766,666,3777
yunA_RBAM_029440,NC_009725.1,3066037,3067014,+,978,0,0,3,1,5,3,1,8,2,4,3
yunB_RBAM_029450,NC_009725.1,3067052,3067810,-,759,10,16,7,9,18,14,10,20,14,6,9
yunD_RBAM_029460,NC_009725.1,3067937,3069331,-,1395,46,70,42,37,44,89,140,215,70,27,74
yunE_RBAM_029470,NC_009725.1,3069349,3070170,-,822,69,58,66,68,86,107,97,184,64,49,98
yunF_RBAM_029480,NC_009725.1,3070190,3071041,-,852,47,82,52,85,89,112,163,297,80,49,121
yunG_RBAM_029490,NC_009725.1,3071068,3071421,-,354,9,34,20,18,33,28,20,44,27,18,43
pucH_RBAM_029500,NC_009725.1,3071495,3072859,-,1365,12,23,17,9,9,25,51,64,23,5,25
pucR_RBAM_029510,NC_009725.1,3073039,3074634,+,1596,116,172,84,168,177,173,231,224,203,54,246
RBAM_029520,NC_009725.1,3074825,3074980,-,156,3,3,5,1,1,3,4,11,0,0,4
RBAM_029530,NC_009725.1,3075047,3075199,-,153,5,10,7,1,2,3,2,3,5,0,6
RBAM_029540,NC_009725.1,3075392,3075571,+,180,7,7,5,15,21,24,22,27,22,3,28
RBAM_029550,NC_009725.1,3075623,3076078,-,456,7700,4497,6859,4897,5492,7045,5011,6000,5292,2172,5599
RBAM_029560,NC_009725.1,3076388,3076549,+,162,23,16,18,20,26,78,21,39,24,15,46
RBAM_029570,NC_009725.1,3076595,3077791,-,1197,90,174,105,57,77,127,242,451,116,21,78
pucG_RBAM_029580,NC_009725.1,3077913,3079166,-,1254,46,119,60,85,98,70,192,303,97,66,82
pucF_RBAM_029590,NC_009725.1,3079185,3080426,-,1242,17,22,11,10,13,18,30,64,20,7,19
bsn_RBAM_029600,NC_009725.1,3080626,3081495,+,870,151,228,127,259,333,369,626,840,398,165,461
yurJ_RBAM_029610,NC_009725.1,3081545,3082651,-,1107,24,88,44,38,45,72,156,141,85,23,74
yurK_RBAM_029620,NC_009725.1,3082807,3083535,+,729,94,103,149,110,147,254,172,250,127,40,174
yurL_RBAM_029630,NC_009725.1,3083560,3084414,-,855,1,3,4,2,3,1,5,13,1,1,3
yurM_RBAM_029640,NC_009725.1,3084428,3085312,-,885,1,1,1,1,0,2,2,2,0,1,0
yurN_RBAM_029650,NC_009725.1,3085316,3086206,-,891,2,4,1,1,0,3,2,4,3,1,1
yurO_RBAM_029660,NC_009725.1,3086231,3087517,-,1287,4,6,5,2,2,5,7,8,9,2,6
yurP_RBAM_029670,NC_009725.1,3087570,3088556,-,987,7,9,3,11,8,5,28,21,14,6,21
RBAM_029680,NC_009725.1,3088753,3089679,+,927,348,530,449,379,470,606,624,639,610,239,664
ybgB_RBAM_029690,NC_009725.1,3090139,3090411,+,273,3,5,2,2,7,6,18,7,13,2,10
yurQ_RBAM_029700,NC_009725.1,3090450,3090824,-,375,238,155,272,196,216,501,360,647,352,88,513
yurR_RBAM_029710,NC_009725.1,3090890,3092005,-,1116,73,125,105,86,125,119,250,417,125,81,127
RBAM_029720,NC_009725.1,3092043,3092762,-,720,13,47,21,31,24,23,86,133,26,55,25
yncE_RBAM_029730,NC_009725.1,3092822,3093283,+,462,47,51,49,41,43,51,46,89,28,10,45
csn_RBAM_029740,NC_009725.1,3093420,3094256,+,837,4710,6809,4602,6092,7506,6967,11376,10740,9444,2848,8890
yurU_RBAM_029750,NC_009725.1,3094291,3095688,-,1398,1150,1171,1082,1814,1900,1699,2614,2115,2178,961,2517
yurV_RBAM_029760,NC_009725.1,3095708,3096151,-,444,157,180,205,247,294,252,270,366,257,126,266
csd_RBAM_029770,NC_009725.1,3096141,3097361,-,1221,650,943,831,961,1189,1273,1398,1405,1271,693,1450
yurX_RBAM_029780,NC_009725.1,3097361,3098674,-,1314,1022,1308,1175,1679,1941,2174,2408,2456,2344,866,2534
yurY_RBAM_029790,NC_009725.1,3098692,3099477,-,786,198,282,359,378,463,476,416,743,475,184,528
yurZ_RBAM_029800,NC_009725.1,3099999,3100370,-,372,5,3,2,3,4,1,3,2,8,3,4
yusA_RBAM_029810,NC_009725.1,3100470,3101285,-,816,2553,1754,2244,1739,1929,2413,2307,2849,3073,584,3003
yusB_RBAM_029820,NC_009725.1,3101299,3101967,-,669,554,668,648,369,510,414,507,487,610,397,602
yusC_RBAM_029830,NC_009725.1,3101960,3102985,-,1026,481,611,423,199,291,250,334,422,331,120,346
yusD_RBAM_029840,NC_009725.1,3103308,3103658,-,351,1826,1289,1200,1171,1354,2164,1476,1836,1550,460,1943
yusE_RBAM_029850,NC_009725.1,3103755,3104075,-,321,82,128,144,132,169,249,181,259,225,44,255
yusF_RBAM_029860,NC_009725.1,3104078,3104509,-,432,230,310,348,303,396,591,510,676,560,149,603
yusG_RBAM_029870,NC_009725.1,3104513,3104749,-,237,905,1067,1305,1193,1439,1817,1786,1928,1741,475,1794
gcvH_RBAM_029880,NC_009725.1,3104804,3105187,-,384,2074,3009,4140,2273,2753,3426,2798,3317,3004,1399,3102
yusI_RBAM_029890,NC_009725.1,3105247,3105603,-,357,206,287,691,222,307,490,222,430,348,333,387
yusJ_RBAM_029900,NC_009725.1,3105717,3107501,-,1785,3924,4748,3091,4994,5115,4578,7702,6057,5978,3466,6160
yusK_RBAM_029910,NC_009725.1,3107520,3108695,-,1176,413,777,403,458,545,561,1492,1256,779,346,627
yusL_RBAM_029920,NC_009725.1,3108706,3111075,-,2370,1998,2482,1145,1574,1779,1730,3465,3410,2140,835,2042
RBAM_029930,NC_009725.1,3111266,3111406,+,141,1,2,0,1,2,2,4,11,2,4,4
yusM_RBAM_029940,NC_009725.1,3111436,3112344,-,909,109,321,141,73,83,132,208,184,109,27,109
RBAM_029950,NC_009725.1,3112434,3112691,+,258,21,19,32,33,50,27,11,31,25,27,40
yusN_RBAM_029960,NC_009725.1,3112703,3113035,+,333,21,24,26,27,41,37,18,28,35,14,52
yusO_RBAM_029970,NC_009725.1,3113174,3113665,+,492,131,126,298,60,77,111,88,209,95,44,106
yusP_RBAM_029980,NC_009725.1,3113655,3115250,+,1596,1089,1520,1350,754,667,674,945,790,661,348,689
yusQ_RBAM_029990,NC_009725.1,3115285,3115668,-,384,26,32,28,38,42,45,71,65,39,16,42
yusR_RBAM_030000,NC_009725.1,3115684,3116424,-,741,10,24,11,14,10,21,17,46,15,8,25
yusT_RBAM_030010,NC_009725.1,3116557,3117432,+,876,36,49,23,60,72,114,125,186,77,15,99
RBAM_030020,NC_009725.1,3117928,3118815,-,888,20,22,23,20,31,44,47,73,36,10,47
RBAM_030030,NC_009725.1,3118936,3119682,+,747,41,74,55,51,70,51,57,52,60,21,88
RBAM_030040,NC_009725.1,3119696,3120736,+,1041,224,283,230,234,233,272,306,291,367,178,450
yusU_RBAM_030050,NC_009725.1,3120929,3121174,-,246,141,142,335,698,725,1207,869,1416,739,629,1074
yusV_RBAM_030060,NC_009725.1,3121199,3122023,-,825,170,363,546,756,955,1444,702,1455,754,564,904
yusW_RBAM_030070,NC_009725.1,3122179,3122616,-,438,1,2,1,1,0,1,4,3,0,1,1
yusX_RBAM_030080,NC_009725.1,3122735,3124516,-,1782,252,762,188,342,424,398,1121,822,432,180,568
yusZ_RBAM_030090,NC_009725.1,3124647,3125489,+,843,86,109,109,249,222,144,166,122,171,369,254
mrgA_RBAM_030100,NC_009725.1,3125573,3126043,+,471,1423,960,2791,1562,1684,5274,1911,2083,1733,554,2180
yvtA_RBAM_030110,NC_009725.1,3126090,3127451,-,1362,348,421,391,605,655,660,672,711,629,306,855
cssR_RBAM_030120,NC_009725.1,3127728,3128405,+,678,187,194,154,109,178,240,184,349,152,51,204
cssS_RBAM_030130,NC_009725.1,3128402,3129757,+,1356,250,334,295,222,333,417,387,516,314,108,390
yirB_RBAM_030140,NC_009725.1,3129784,3129948,-,165,721,1162,567,564,720,1344,1051,1395,1212,134,1291
yuxN_RBAM_030150,NC_009725.1,3130127,3131002,+,876,910,1059,1062,703,825,1329,951,1266,1002,250,1114
fumC_RBAM_030160,NC_009725.1,3131039,3132427,-,1389,4378,6298,5375,6353,7132,8376,9416,9577,8121,2565,8611
RBAM_030170,NC_009725.1,3132495,3132680,-,186,218,139,293,70,91,151,60,253,111,49,144
gerAA_RBAM_030180,NC_009725.1,3132797,3134239,+,1443,10,12,5,2,8,8,6,21,11,5,13
gerAB_RBAM_030190,NC_009725.1,3134214,3135314,+,1101,7,7,6,7,3,11,8,15,6,2,8
gerAC_RBAM_030200,NC_009725.1,3135311,3136423,+,1113,7,7,10,5,5,15,20,37,11,1,21
yvqC_RBAM_030210,NC_009725.1,3136465,3137097,-,633,36,92,89,44,53,75,83,97,68,41,64
yvqE_RBAM_030220,NC_009725.1,3137075,3138157,-,1083,55,113,68,47,62,89,124,133,58,18,56
yvqF_RBAM_030230,NC_009725.1,3138154,3138885,-,732,86,170,81,81,114,132,103,169,87,30,113
yvqG_RBAM_030240,NC_009725.1,3138912,3139781,-,870,10,45,24,5,9,31,38,105,23,8,23
yvqH_RBAM_030250,NC_009725.1,3139887,3140564,-,678,50,69,47,101,96,83,145,80,103,59,141
yvqI_RBAM_030260,NC_009725.1,3140578,3140958,-,381,12,19,19,13,11,14,23,30,12,24,17
yvqJ_RBAM_030270,NC_009725.1,3141125,3142393,-,1269,536,821,590,797,994,1275,1327,1671,893,414,1123
yvqK_RBAM_030280,NC_009725.1,3142558,3143163,-,606,114,229,133,132,123,207,226,311,121,62,159
yvrA_RBAM_030290,NC_009725.1,3143124,3144350,-,1227,103,262,132,88,133,156,240,300,133,62,109
yvrB_RBAM_030300,NC_009725.1,3144347,3145393,-,1047,18,69,28,24,23,44,129,214,36,17,31
yvrC_RBAM_030310,NC_009725.1,3145356,3146300,-,945,44,90,85,59,81,124,110,246,82,31,76
yvrD_RBAM_030320,NC_009725.1,3146488,3147279,+,792,21,38,23,20,30,45,42,58,29,16,29
yvrE_RBAM_030330,NC_009725.1,3147331,3148209,-,879,273,636,213,296,466,299,677,551,428,265,547
yvrG1_RBAM_030340,NC_009725.1,3148273,3150015,-,1743,229,301,344,213,267,328,309,445,270,155,273
yvrH1_RBAM_030350,NC_009725.1,3150012,3150731,-,720,154,257,136,111,168,283,181,421,192,32,216
yvrH2_RBAM_030360,NC_009725.1,3150904,3151140,-,237,114,95,53,79,94,61,74,69,81,48,137
yvrI_RBAM_030370,NC_009725.1,3151137,3151715,-,579,108,56,69,27,38,64,32,106,59,19,59
RBAM_030380,NC_009725.1,3151916,3152071,+,156,734,588,903,288,369,941,246,996,535,254,485
oxdC_RBAM_030390,NC_009725.1,3152189,3153349,+,1161,6613,7454,4072,4545,5892,7400,6694,10178,7233,2281,8068
yvrL_RBAM_030400,NC_009725.1,3153419,3153841,+,423,43,42,25,20,30,47,36,73,25,2,44
fhuC_RBAM_030410,NC_009725.1,3153880,3154683,-,804,36,44,42,72,88,112,91,165,65,31,90
fhuG_RBAM_030420,NC_009725.1,3154702,3155712,-,1011,13,29,6,31,28,32,37,53,22,16,31
fhuB_RBAM_030430,NC_009725.1,3155712,3156779,-,1068,0,2,1,1,3,8,13,17,2,0,2
fhuD_RBAM_030440,NC_009725.1,3156997,3157935,+,939,86,51,61,221,269,298,175,374,168,85,260
yvsH_RBAM_030450,NC_009725.1,3158093,3159505,-,1413,6,10,10,10,11,25,16,34,9,3,18
sspJ_RBAM_030460,NC_009725.1,3159918,3160058,-,141,17,5,6,9,9,18,16,20,14,3,14
yvsG_RBAM_030470,NC_009725.1,3160242,3160724,+,483,5,3,5,12,8,10,6,26,6,2,9
yvgJ_RBAM_030480,NC_009725.1,3160766,3162622,+,1857,58,147,97,80,115,136,186,215,133,14,109
yvgK_RBAM_030490,NC_009725.1,3162653,3163579,-,927,38,73,53,46,60,86,122,240,59,38,62
yvgL_RBAM_030500,NC_009725.1,3163697,3164494,+,798,212,250,182,170,182,194,154,298,146,126,212
yvgM_RBAM_030510,NC_009725.1,3164598,3165158,+,561,4,9,6,2,7,11,18,17,9,1,8
RBAM_030520,NC_009725.1,3165253,3165900,+,648,44,75,85,31,38,70,62,137,42,14,40
RBAM_030530,NC_009725.1,3165897,3167009,+,1113,128,206,185,129,172,248,275,309,219,54,215
RBAM_030540,NC_009725.1,3167129,3168064,+,936,30,25,29,42,49,42,54,47,29,30,63
RBAM_030550,NC_009725.1,3168088,3169182,+,1095,37,54,39,50,49,49,74,63,47,43,75
RBAM_030560,NC_009725.1,3169184,3170329,+,1146,26,39,13,28,34,35,67,49,31,12,34
yvgN_RBAM_030570,NC_009725.1,3170363,3171193,-,831,1094,1329,1433,1655,1866,2534,2470,3039,2327,605,2512
yvgO_RBAM_030580,NC_009725.1,3171415,3171900,+,486,348,1035,319,943,1342,1130,2335,1160,1864,502,2219
yvgP_RBAM_030590,NC_009725.1,3171940,3173955,-,2016,108,252,182,113,170,219,212,316,158,42,178
yvgQ_RBAM_030600,NC_009725.1,3174304,3176019,-,1716,425,770,561,488,548,626,869,835,738,495,739
yvgR_RBAM_030610,NC_009725.1,3176047,3177855,-,1809,68,132,89,95,119,127,116,195,139,35,109
yvgS_RBAM_030620,NC_009725.1,3178030,3180345,-,2316,15,34,12,19,24,26,50,53,27,10,21
yvgT_RBAM_030630,NC_009725.1,3180537,3181145,-,609,8,6,3,1,6,16,21,29,10,4,9
RBAM_030640,NC_009725.1,3181368,3182168,+,801,638,1002,527,1377,1489,1348,2029,1656,1508,838,1663
bdbC_RBAM_030650,NC_009725.1,3182202,3182621,-,420,1110,789,1330,1593,1735,3756,2514,3940,2116,558,2204
bdbD_RBAM_030660,NC_009725.1,3182611,3183282,-,672,2403,3566,3111,3547,4141,7043,6063,9174,5079,1575,5140
yvgW_RBAM_030670,NC_009725.1,3183400,3185511,-,2112,413,1034,509,177,181,244,437,344,359,50,229
copA_RBAM_030680,NC_009725.1,3185661,3188099,-,2439,112,251,135,170,195,224,592,551,279,138,235
copZ_RBAM_030690,NC_009725.1,3188174,3188395,-,222,166,215,97,259,311,293,660,499,396,198,515
yvgZ_RBAM_030700,NC_009725.1,3188456,3188761,-,306,49,62,69,22,35,54,21,113,33,30,45
yvaA_RBAM_030710,NC_009725.1,3188900,3189940,+,1041,460,546,130,829,722,284,1197,399,780,445,1088
yvaB_RBAM_030720,NC_009725.1,3189985,3190620,-,636,882,794,1236,911,1067,2022,1366,1899,1262,232,1429
RBAM_030730,NC_009725.1,3190975,3191826,-,852,179,216,349,264,362,604,483,659,450,68,545
RBAM_030740,NC_009725.1,3191930,3193147,+,1218,351,572,392,388,457,536,586,571,453,336,592
RBAM_030750,NC_009725.1,3193147,3193563,+,417,205,301,242,259,268,279,212,208,235,126,282
RBAM_030760,NC_009725.1,3193567,3194352,+,786,211,324,230,294,319,345,316,280,278,83,426
ytnJ_RBAM_030770,NC_009725.1,3194554,3195882,-,1329,0,3,3,1,5,3,8,8,3,2,2
ytnI_RBAM_030780,NC_009725.1,3195879,3196166,-,288,3,4,2,1,3,0,5,7,2,0,3
ytmO_RBAM_030790,NC_009725.1,3196178,3197185,-,1008,4,10,1,4,7,6,23,11,10,1,10
ytmN_RBAM_030800,NC_009725.1,3197182,3197961,-,780,3,1,2,1,2,1,3,5,2,1,5
ytmM_RBAM_030810,NC_009725.1,3197958,3198665,-,708,0,3,1,1,2,0,1,2,4,2,3
ytmL_RBAM_030820,NC_009725.1,3198681,3199403,-,723,1,1,0,1,0,1,0,0,2,0,0
ytmK_RBAM_030830,NC_009725.1,3199426,3200238,-,813,1,0,0,0,1,0,1,0,1,0,1
